epoch,accuracy,dice_coef,loss,val_accuracy,val_dice_coef,val_loss
0,0.9411658048629761,0.10790619254112244,0.878557562828064,0.9241863489151001,0.1155024990439415,0.8691198825836182
1,0.9722772240638733,0.1859620362520218,0.8041415810585022,0.9836903214454651,0.02640342526137829,0.979827880859375
2,0.9877792000770569,0.27666664123535156,0.7324598431587219,0.9915758371353149,0.14438703656196594,0.8722248077392578
3,0.989230215549469,0.3044871985912323,0.7132432460784912,0.22826485335826874,0.01595906727015972,0.9806868433952332
4,0.9907869100570679,0.37722253799438477,0.6501381397247314,0.9944650530815125,0.2416921854019165,0.7901507019996643
5,0.9912072420120239,0.39962053298950195,0.6338276267051697,0.9949718713760376,0.2863186299800873,0.7279663681983948
6,0.9925360083580017,0.39971649646759033,0.6440526843070984,0.876979649066925,0.15154500305652618,0.8314510583877563
7,0.9911186695098877,0.384933739900589,0.661391019821167,0.872456431388855,0.15463389456272125,0.8285536766052246
8,0.9915940165519714,0.3989616632461548,0.6460303664207458,0.96941077709198,0.30273330211639404,0.6757507920265198
9,0.9928228855133057,0.4556308090686798,0.5916765928268433,0.9910165667533875,0.19330108165740967,0.8572993874549866
10,0.9919065237045288,0.4353369176387787,0.6207550168037415,0.9957042932510376,0.2825153172016144,0.7482132315635681
11,0.9926639795303345,0.4523783326148987,0.604875922203064,0.9954986572265625,0.3098786175251007,0.713699996471405
12,0.9928087592124939,0.4313393235206604,0.6210458874702454,0.973581075668335,0.3263959586620331,0.6508223414421082
13,0.9922094941139221,0.44235560297966003,0.6118603944778442,0.904007613658905,0.18603341281414032,0.796599268913269
14,0.9924360513687134,0.4294948875904083,0.6278391480445862,0.9904818534851074,0.18120576441287994,0.8692958950996399
15,0.9921504855155945,0.39341434836387634,0.6600071787834167,0.9958973526954651,0.3211856782436371,0.7108739614486694
16,0.9941304326057434,0.4581778645515442,0.6050225496292114,0.9960121512413025,0.3131086528301239,0.7147367000579834
17,0.9934070110321045,0.48763102293014526,0.5733649730682373,0.9936954379081726,0.5060152411460876,0.5527198910713196
