epoch,accuracy,dice_coef,loss,val_accuracy,val_dice_coef,val_loss
0,0.9951456785202026,0.5255725383758545,0.5199388861656189,0.9962576031684875,0.6179597973823547,0.3901514410972595
1,0.9957184791564941,0.576670229434967,0.455922394990921,0.9965561628341675,0.6617931127548218,0.3430955708026886
2,0.9954757690429688,0.543100118637085,0.482180655002594,0.996993362903595,0.6437886953353882,0.358850359916687
3,0.9953070878982544,0.5606076717376709,0.4630715847015381,0.9963969588279724,0.6470136046409607,0.36153072118759155
4,0.9947748780250549,0.5190157890319824,0.5079867839813232,0.9893055558204651,0.4485069513320923,0.5940991044044495
5,0.9949504733085632,0.519550621509552,0.5101498961448669,0.99675452709198,0.6061772108078003,0.3976040184497833
6,0.9950078129768372,0.561802864074707,0.4595211148262024,0.9929942488670349,0.5165351033210754,0.49099457263946533
7,0.9951773881912231,0.5334012508392334,0.4934117794036865,0.9957746267318726,0.5036134123802185,0.5028845071792603
8,0.9952067136764526,0.5066185593605042,0.5223679542541504,0.9965276122093201,0.6208611130714417,0.3848186135292053
9,0.9953688383102417,0.5347837209701538,0.49117591977119446,0.9802578091621399,0.35983237624168396,0.7315260171890259
10,0.9956817626953125,0.5823232531547546,0.4453814923763275,0.9968036413192749,0.6650069355964661,0.3362753987312317
11,0.9949942231178284,0.5599744915962219,0.4614318609237671,0.9952923059463501,0.37871941924095154,0.6397466063499451
12,0.9955463409423828,0.5848804116249084,0.4399808347225189,0.99685138463974,0.5061950087547302,0.5011142492294312
13,0.9953060150146484,0.5614851117134094,0.4653226435184479,0.98761385679245,0.43936052918434143,0.5985770225524902
14,0.9949063658714294,0.5515061020851135,0.4700503647327423,0.96976238489151,0.3084675669670105,0.8431644439697266
15,0.9948419332504272,0.5523120760917664,0.47009745240211487,0.9963717460632324,0.4184889495372772,0.5875906348228455
16,0.9948489665985107,0.5677947402000427,0.4544066786766052,0.9923182129859924,0.526751697063446,0.49534574151039124
17,0.99482661485672,0.56313556432724,0.4611639082431793,0.9962456822395325,0.6098213791847229,0.3989734649658203
18,0.9949979782104492,0.5504274368286133,0.4777727425098419,0.9963365793228149,0.4025653898715973,0.6027485728263855
19,0.9951761364936829,0.5383791327476501,0.4886397421360016,0.9844287633895874,0.3934878408908844,0.6570960879325867
20,0.9954074025154114,0.5709941983222961,0.45527634024620056,0.9929875731468201,0.5360626578330994,0.4850337505340576
21,0.9948188066482544,0.5658133029937744,0.4584467113018036,0.9968022704124451,0.4792959690093994,0.5291657447814941
22,0.9948480725288391,0.5686488151550293,0.45580676198005676,0.9933584332466125,0.5562257170677185,0.45835718512535095
23,0.9953036308288574,0.5806816816329956,0.4436022937297821,0.3036419451236725,0.035933967679739,4.999050140380859
24,0.9954285025596619,0.5421040654182434,0.48648801445961,0.992293655872345,0.42050179839134216,0.599647581577301
25,0.9953354597091675,0.5469685196876526,0.4807206988334656,0.9970663189888,0.593963086605072,0.4090052545070648
26,0.9956935048103333,0.5777701139450073,0.450183629989624,0.9968752861022949,0.5040984749794006,0.50275057554245
27,0.9951251745223999,0.5677065253257751,0.4573158621788025,0.9970583915710449,0.5982412695884705,0.4067729115486145
28,0.9954550862312317,0.570641040802002,0.45883873105049133,0.99637371301651,0.1936659961938858,0.8198749423027039
29,0.9953706860542297,0.5523812770843506,0.4719526469707489,0.9969455599784851,0.6091437339782715,0.3968062698841095
30,0.9952102303504944,0.6109783053398132,0.4058510959148407,0.9968931674957275,0.6491883993148804,0.3569314479827881
31,0.9949496984481812,0.595780611038208,0.42792636156082153,0.99611496925354,0.4493845999240875,0.5596081018447876
32,0.9952806830406189,0.5975934267044067,0.4236530065536499,0.9953473806381226,0.5975226759910583,0.40815600752830505
33,0.9951817989349365,0.6183042526245117,0.40476688742637634,0.9964659214019775,0.6470109224319458,0.3542949855327606
34,0.9955426454544067,0.6193464994430542,0.40329983830451965,0.9955610036849976,0.6145550012588501,0.3905479907989502
35,0.9955823421478271,0.6216191053390503,0.3988554775714874,0.9951377511024475,0.38004353642463684,0.6379762291908264
