epoch,accuracy,dice_coef,loss,val_accuracy,val_dice_coef,val_loss
0,0.9110649824142456,0.07077490538358688,0.946553647518158,0.9116290807723999,0.13362988829612732,0.8890662789344788
1,0.9526110887527466,0.1152121052145958,0.9116696715354919,0.9846290946006775,0.05906982347369194,0.9529566764831543
2,0.9712404012680054,0.17089608311653137,0.8665189743041992,0.9833844900131226,0.014199196361005306,0.9889823198318481
3,0.9856311678886414,0.27527591586112976,0.7798792123794556,0.9859638810157776,0.08475012332201004,0.9311105608940125
4,0.9870620965957642,0.33895668387413025,0.7246683835983276,0.994497537612915,0.26603856682777405,0.7612246870994568
5,0.9905007481575012,0.36709412932395935,0.6998087167739868,0.9935581088066101,0.22949807345867157,0.7960410714149475
6,0.9911900758743286,0.390889048576355,0.6796406507492065,0.9846065640449524,0.3694135844707489,0.6794397830963135
7,0.9920092821121216,0.4554777443408966,0.6208423376083374,0.926386296749115,0.20466084778308868,0.8263534903526306
8,0.9925529360771179,0.418999582529068,0.6484928727149963,0.9499717354774475,0.24831992387771606,0.7857670783996582
9,0.9925525188446045,0.4507277011871338,0.6191391348838806,0.9538315534591675,0.257150262594223,0.7774128317832947
10,0.9933508634567261,0.4629749059677124,0.6096533536911011,0.9957858920097351,0.2832690179347992,0.7358301281929016
11,0.9935135841369629,0.4737730920314789,0.6011839509010315,0.9949970841407776,0.32357242703437805,0.7055412530899048
12,0.9934288859367371,0.46372368931770325,0.6089308857917786,0.9957262277603149,0.2835450768470764,0.7363758683204651
13,0.9937097430229187,0.4895288646221161,0.5853603482246399,0.9950548410415649,0.2703225314617157,0.7519391179084778
14,0.9936820864677429,0.4738037884235382,0.6012338995933533,0.9931322336196899,0.5129848718643188,0.5540041923522949
15,0.9942546486854553,0.48769617080688477,0.5857012271881104,0.9926319718360901,0.2266656756401062,0.8002889156341553
16,0.9939825534820557,0.5136180520057678,0.5644646883010864,0.9895138740539551,0.4624224603176117,0.6002451181411743
17,0.9942079186439514,0.48186734318733215,0.5899805426597595,0.9472158551216125,0.24081633985042572,0.7924277186393738
18,0.9939132332801819,0.4937913715839386,0.5835434794425964,0.9961209297180176,0.31623363494873047,0.7052773237228394
19,0.9939649105072021,0.49058353900909424,0.5883487462997437,0.9952545166015625,0.41264092922210693,0.6361828446388245
20,0.994525134563446,0.5158647894859314,0.5598509311676025,0.9375942349433899,0.22807228565216064,0.8029999136924744
21,0.9945952892303467,0.5115278959274292,0.5638022422790527,0.991140604019165,0.4882250726222992,0.5751295685768127
22,0.9948173761367798,0.5243346095085144,0.5521913170814514,0.9959046840667725,0.48480483889579773,0.5737698078155518
23,0.9949518442153931,0.5194685459136963,0.5561389327049255,0.9940013289451599,0.6029078960418701,0.4750700294971466
24,0.994769275188446,0.4792824387550354,0.5905534029006958,0.99385005235672,0.5870203971862793,0.4895980656147003
25,0.9948218464851379,0.5205835103988647,0.5545384883880615,0.9962171316146851,0.32696324586868286,0.6974877119064331
26,0.9948869943618774,0.5198114514350891,0.5580844283103943,0.9867918491363525,0.43496260046958923,0.6230307221412659
27,0.9951300621032715,0.528517484664917,0.5464624762535095,0.9930353760719299,0.24579401314258575,0.7814956307411194
28,0.9949774742126465,0.5185806751251221,0.5557039976119995,0.9640423059463501,0.28506824374198914,0.7532551884651184
29,0.9947356581687927,0.520358145236969,0.5570014119148254,0.9932217597961426,0.2484462857246399,0.7786311507225037
30,0.9949729442596436,0.5498484969139099,0.5295637845993042,0.9946414828300476,0.2711135447025299,0.7527056336402893
31,0.9952750205993652,0.5456314086914062,0.5340258479118347,0.9968500733375549,0.5969745516777039,0.4703412652015686
32,0.99544358253479,0.5728388428688049,0.5080375671386719,0.9925848841667175,0.5645708441734314,0.5088855028152466
33,0.995312511920929,0.5567497611045837,0.5254248976707458,0.996566116809845,0.6038629412651062,0.4646075665950775
34,0.9951896667480469,0.5542669892311096,0.523226261138916,0.9799519181251526,0.36676153540611267,0.6810970902442932
35,0.9953618049621582,0.5350089073181152,0.5438001751899719,0.9940410852432251,0.6093207001686096,0.4689834415912628
36,0.9954869747161865,0.5353833436965942,0.540276288986206,0.943659245967865,0.23653917014598846,0.795742928981781
37,0.9948287010192871,0.5200899839401245,0.5541427135467529,0.9967678189277649,0.5537969470024109,0.5117246508598328
38,0.9950885772705078,0.5247345566749573,0.5491161942481995,0.9968540072441101,0.5984393358230591,0.46935006976127625
39,0.9948577880859375,0.5153381824493408,0.5599323511123657,0.9964380860328674,0.42032909393310547,0.6213505864143372
40,0.9951361417770386,0.5351896286010742,0.5424509048461914,0.974166214466095,0.3284873366355896,0.71589595079422
41,0.9956043362617493,0.5659862160682678,0.517317533493042,0.9962191581726074,0.42888975143432617,0.6169544458389282
42,0.9954095482826233,0.5512648224830627,0.526289165019989,0.9948292374610901,0.30849751830101013,0.7212119102478027
43,0.9956601858139038,0.5513370633125305,0.5298272371292114,0.9924734234809875,0.5644716620445251,0.5110785365104675
44,0.9950434565544128,0.5132122039794922,0.5631584525108337,0.9967983365058899,0.5475060343742371,0.5185564756393433
45,0.9953514337539673,0.5335836410522461,0.5445062518119812,0.9967034459114075,0.6258761882781982,0.44592970609664917
46,0.9952756762504578,0.5487166047096252,0.5285984873771667,0.9703057408332825,0.30661118030548096,0.7353182435035706
47,0.9955386519432068,0.6006655097007751,0.4806329011917114,0.9969210624694824,0.5459389090538025,0.5183668732643127
48,0.9951234459877014,0.5336405038833618,0.5473028421401978,0.9960758090019226,0.6512426137924194,0.4266260266304016
49,0.9954475164413452,0.5626845955848694,0.5167672038078308,0.9968268275260925,0.6115003824234009,0.46060410141944885
50,0.9949404001235962,0.5088854432106018,0.5687509179115295,0.99637371301651,0.4504365622997284,0.5994331240653992
51,0.9950773119926453,0.5116009712219238,0.5662740468978882,0.9955172538757324,0.30278804898262024,0.7208909392356873
52,0.9952413439750671,0.5391292572021484,0.5369444489479065,0.9874446988105774,0.4594597816467285,0.6001296639442444
53,0.9955421686172485,0.5784247517585754,0.5040606260299683,0.97847980260849,0.35140612721443176,0.6962241530418396
54,0.9951251149177551,0.5346080660820007,0.5408781170845032,0.9896379709243774,0.4881356954574585,0.5797767639160156
55,0.9955474138259888,0.5829412341117859,0.5030791163444519,0.9968348145484924,0.545854926109314,0.5182979702949524
56,0.9949474930763245,0.5143176913261414,0.5674962401390076,0.99648118019104,0.6424667835235596,0.4339223802089691
57,0.995074450969696,0.5265819430351257,0.5525330305099487,0.9946507811546326,0.634579598903656,0.4446176588535309
58,0.9950866103172302,0.5291599035263062,0.5441149473190308,0.9892505407333374,0.466205358505249,0.5947349667549133
59,0.9954379796981812,0.568920910358429,0.5130690336227417,0.993295431137085,0.5672575235366821,0.5037053823471069
60,0.9955804347991943,0.5818464756011963,0.49786847829818726,0.9969111084938049,0.596439003944397,0.4748222231864929
61,0.9954253435134888,0.5328485369682312,0.5454450845718384,0.9962536096572876,0.6321199536323547,0.44148558378219604
62,0.9954605102539062,0.5569764971733093,0.5204877853393555,0.9855426549911499,0.4226740300655365,0.6339350342750549
63,0.9954519867897034,0.5539823174476624,0.5264244079589844,0.9957866072654724,0.6595020890235901,0.4184369146823883
64,0.9951956272125244,0.5585579872131348,0.5241017937660217,0.9949042201042175,0.29558849334716797,0.7304311990737915
65,0.9951023459434509,0.5215764045715332,0.5546160936355591,0.93550705909729,0.22703015804290771,0.803523600101471
